"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1999:Q3","age40to54",35.1,36.5,37.8,37.3,31.8,43.2,38.8,29.3,45.3,48,38.9,38.8
"1999:Q3","ageunder40",9.7,13.1,17.3,24.6,7.8,11.9,12.1,10.5,33.7,32.6,43.2,8.2
"1999:Q4","age70plus",21.6,19.2,18.4,11.7,23,12.7,14.8,29.9,4,3.1,2.7,20.2
"1999:Q4","age55to69",34.1,31.9,27,26.5,38.9,31.6,34.9,30.2,17.6,16.9,15.1,35.6
"1999:Q4","age40to54",34.6,36,37.6,36.8,30.6,43.6,38.8,28.6,45.1,47.9,39.1,36.8
"1999:Q4","ageunder40",9.7,12.9,17,25,7.4,12.1,11.5,11.3,33.3,32.1,43.1,7.5
"2000:Q1","age70plus",21.2,19,18.2,11.8,23.3,12.8,14.8,28.2,4.6,3.6,2.6,21.3
"2000:Q1","age55to69",34.2,32,26.8,26.4,39,31.7,34.7,31.3,17.9,17.1,14.4,37.2
"2000:Q1","age40to54",35,36.3,38,37.1,30.3,43.6,39.2,29.8,44.9,47.7,39.8,34.7
"2000:Q1","ageunder40",9.6,12.7,17,24.8,7.4,11.9,11.3,10.7,32.7,31.6,43.2,6.8
"2000:Q2","age70plus",21,18.8,18.3,11.9,23.2,12.6,14.9,27.5,4.6,3.6,2.8,21
"2000:Q2","age55to69",34.1,31.8,26.8,26.3,38.4,32,34.6,31.6,17.7,17.1,14.2,37.2
"2000:Q2","age40to54",35.4,36.7,38.1,37.3,30.7,43.9,39.5,30.3,45,47.7,40,35.1
"2000:Q2","ageunder40",9.5,12.7,16.9,24.4,7.6,11.5,11.1,10.6,32.7,31.5,43,6.7
"2000:Q3","age70plus",20.9,18.7,17.6,11.9,23.4,12.6,14.9,28.1,4.6,3.7,3,21.2
"2000:Q3","age55to69",33.8,31.6,26.2,25.8,38.2,32.1,35.5,30.8,17.7,17.1,14.1,37.7
"2000:Q3","age40to54",35.7,37,39,38.1,30.8,44.1,39.1,30.3,45,47.8,40,34.8
"2000:Q3","ageunder40",9.5,12.7,17.2,24.2,7.7,11.2,10.4,10.8,32.6,31.4,42.9,6.2
"2000:Q4","age70plus",21,18.7,18.1,12.2,23.1,12.3,15.1,28.1,4.4,3.5,3.3,20.3
"2000:Q4","age55to69",33.9,31.5,26.5,26.1,37.3,32.6,36,31.1,17.4,17,14.1,37.2
"2000:Q4","age40to54",35.8,37.2,38.5,37.9,31.6,44.4,39,30.1,45.3,48,39.9,36.1
"2000:Q4","ageunder40",9.3,12.6,16.8,23.8,8.1,10.7,10,10.7,32.9,31.5,42.7,6.5
"2001:Q1","age70plus",21,18.6,18.4,12.4,22.9,12,15.5,27.4,4.2,3.5,3.2,19.2
"2001:Q1","age55to69",34,31.6,26.6,26.1,36.7,33.3,36.4,31.7,17.1,16.9,13.8,36.6
"2001:Q1","age40to54",36,37.4,38.2,38.2,32.1,44.7,38.7,30.5,45.7,48.2,40.5,37.9
"2001:Q1","ageunder40",9.1,12.5,16.8,23.2,8.3,10,9.4,10.5,33,31.5,42.5,6.2
"2001:Q2","age70plus",21.2,18.7,18.2,12.4,23.3,12.4,16,27.4,3.9,3.1,3.1,19.6
"2001:Q2","age55to69",34,31.6,26.5,25.9,37.2,32.9,36.9,31.6,17,16.7,13.9,37.1
"2001:Q2","age40to54",35.9,37.4,38.5,38.4,31.5,44.9,38.3,30.7,46,48.4,40.8,37.4
"2001:Q2","ageunder40",8.8,12.3,16.8,23.3,8.1,9.9,8.8,10.3,33.1,31.7,42.2,5.9
"2001:Q3","age70plus",20.9,18.4,17.8,12.4,23,12.1,16.4,27.2,4.4,3.5,3.2,21.4
"2001:Q3","age55to69",34,31.5,26.1,25.5,36.3,33.9,37.4,32.1,17.4,17,13.5,39
"2001:Q3","age40to54",36.4,37.8,39.2,39.3,32.3,45,38,30.6,45.6,48.1,41.1,34.3
"2001:Q3","ageunder40",8.7,12.2,16.9,22.8,8.4,9.1,8.2,10.2,32.5,31.4,42.2,5.3
"2001:Q4","age70plus",21.7,19.1,17.9,12.8,23.1,12.7,16.7,29.1,3.7,2.7,3.6,20.5
