"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2002:Q4","White",91.1,89.6,86.8,85.1,95.8,86.3,94.9,93.1,81.8,82.8,77,94
"2002:Q4","Black",3.7,4.3,4.9,6.3,1.3,7.1,2,2.8,7.8,6.8,11.6,2.2
"2002:Q4","Hispanic",2.2,2.7,3.7,4.9,1.1,3.3,0.9,1.5,5.4,5.3,6.1,0.3
"2002:Q4","Other",3,3.3,4.6,3.7,1.8,3.3,2.3,2.6,5.1,5.1,5.3,3.5
"2003:Q1","White",90.7,89.3,86.4,84.5,96,86.4,93.8,92.6,81.7,82.5,77.3,94.4
"2003:Q1","Black",3.8,4.4,5,6.4,1.3,7.1,2,3,7.7,6.7,11.4,2
"2003:Q1","Hispanic",2.3,2.8,3.8,5.1,1.2,3.2,1.2,1.7,5.4,5.4,6.1,0.4
"2003:Q1","Other",3.1,3.5,4.8,4,1.5,3.3,2.9,2.8,5.2,5.3,5.1,3.2
"2003:Q2","White",90.8,89.3,86.3,84.5,95.5,86.3,94,92.5,81.5,82,77.2,96.3
"2003:Q2","Black",3.8,4.4,5,6.2,1.4,7.2,2.1,3.1,7.6,6.8,11.4,1.9
"2003:Q2","Hispanic",2.3,2.8,3.9,5.1,1.1,3.2,1.2,1.7,5.5,5.6,6.2,0.6
"2003:Q2","Other",3.1,3.5,4.8,4.1,2.1,3.3,2.6,2.7,5.3,5.6,5.2,1.2
"2003:Q3","White",91,89.3,86.5,84.7,95.3,86.3,94.3,92.3,81,81.5,76.8,96
"2003:Q3","Black",3.8,4.5,5,6,1.4,7.3,2.3,3.1,7.6,6.7,11.6,1.8
"2003:Q3","Hispanic",2.3,2.8,3.9,5.2,1.1,3.2,1.2,1.8,5.6,5.7,6.3,0.5
"2003:Q3","Other",3,3.4,4.6,4.1,2.2,3.3,2.2,2.8,5.8,6.1,5.4,1.7
"2003:Q4","White",90.7,89.1,85.7,84.9,94.9,86.1,94.6,92.3,80.7,81.2,76.7,94.8
"2003:Q4","Black",3.9,4.5,5.1,5.7,1.4,7.4,2.4,3.1,7.6,6.7,11.5,1.7
"2003:Q4","Hispanic",2.2,2.8,4.1,5.2,1.1,3.1,1.2,1.6,5.7,5.8,6.3,0.6
"2003:Q4","Other",3.2,3.6,5.1,4.2,2.7,3.3,1.8,3,5.9,6.2,5.5,2.9
"2004:Q1","White",90.7,89.1,85.9,84.5,94.7,85.9,93.7,92.4,80.6,81,76.8,95.3
"2004:Q1","Black",3.9,4.4,5.1,5.7,1.4,7.5,2.5,2.9,7.6,6.7,11.5,1.6
